inv_pk,inv_type,inv_scancode,inv_name,inv_size,inv_receiptalias,inv_discontinued,pi1_description,pi2_description,brd_name,dpt_name,sib_baseprice,inv_lastreceived,inv_lastsold,del_ingredientList,Ingredient_1,Ingredient_2,Ingredient_3,Ingredient_4,Ingredient_5,Ingredient_6,Ingredient_7,Ingredient_8,Ingredient_9,Ingredient_10,Ingredient_11,Ingredient_12,Ingredient_13,Ingredient_14,Ingredient_15,Ingredient_16,Ingredient_17,Ingredient_18,Ingredient_19,Ingredient_20,Ingredient_21,Ingredient_22,Ingredient_23,Ingredient_24,Ingredient_25,Ingredient_26,Ingredient_27,Ingredient_28,Ingredient_29,Ingredient_30,Ingredient_31,Ingredient_32,Ingredient_33,Ingredient_34,Ingredient_35,Ingredient_36,Ingredient_37,Ingredient_38,Ingredient_39,Ingredient_40,Ingredient_41,Ingredient_42,Ingredient_43,Ingredient_44,Ingredient_45,Ingredient_46,Ingredient_47,Ingredient_48,Ingredient_49,Ingredient_50,Ingredient_51,Ingredient_52,Ingredient_53,Ingredient_54,Ingredient_55,Ingredient_56,Ingredient_57,Ingredient_58,Ingredient_59,Ingredient_60,Ingredient_61,Ingredient_62,Ingredient_63,Ingredient_64,Ingredient_65,Ingredient_66,Ingredient_67,Ingredient_68,Ingredient_69,Ingredient_70,Ingredient_71,Ingredient_72,Ingredient_73,Ingredient_74,Ingredient_75,Ingredient_76,Ingredient_77,Ingredient_78,Ingredient_79,Ingredient_80,Ingredient_81,Ingredient_82,Ingredient_83,Ingredient_84,Ingredient_85,Ingredient_86,Ingredient_87,Ingredient_88,Ingredient_89,Ingredient_90,Ingredient_91,Ingredient_92,Ingredient_93,Ingredient_94,Ingredient_95,Ingredient_96,Ingredient_97,Ingredient_98,Ingredient_99,Ingredient_100,Ingredient_101,Ingredient_102,Ingredient_103,Ingredient_104,Ingredient_105,Ingredient_106,Ingredient_107,Ingredient_108,Ingredient_109,Ingredient_110,Ingredient_111,Ingredient_112,Ingredient_113,Ingredient_114,Ingredient_115
43821,Stock Inventory,33844001643,Thyme Leaves OG               , 75 oz              ,"SPICE,OG2,THYME LEAVES",1,SHELF STABLE SEASONINGS       ,SS SPICES & SEASONINGS        ,Badia                         ,Packaged Grocery              ,2 89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43822,Stock Inventory,41570110928,Almnd Brz Choc                ,8 fl oz ,Almnd Brz Choc ,1,SHELF STABLE PLANT BASED MILK ,SS PLANT BASED MILK ALMOND    ,Almond Breeze                 ,Refrigerated                  ,1 39,12/26/17 21:57,3/9/18 17:50,"ALMONDMILK (FILTERED WATER, ALMONDS)",ALMONDMILK (FILTERED WATER, ALMONDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43823,Stock Inventory,41570110942,Almnd Brz UnSwt Van           ,8 fl oz ,Almnd Brz UnSwt Van,1,SHELF STABLE PLANT BASED MILK ,SS PLANT BASED MILK ALMOND    ,Almond Breeze                 ,Refrigerated                  ,1 39,10/7/17 2:31,12/16/17 16:12,"ALMONDMILK (FILTERED WATER, ALMONDS)",ALMONDMILK (FILTERED WATER, ALMONDS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12108,Stock Inventory     ,94046,Organic Avocados,1 ct ,PRO Avocados OG 1CT,0,Produce Vegetables Organic    ,Tropical Fruit                ,Produce                       ,Produce                       ,2 49,2/5/25 0:00,2/11/25 16:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18182,Stock Inventory     ,93107,Organic Navel Oranges,1 ct ,PRO Oranges Navel OG 1CT,0,Produce Fruit Organic         ,Citrus                        ,Produce                       ,Produce                       ,1 99,1/31/25 0:00,2/11/25 16:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45741,Stock Inventory,86679800025,Beer Is This Beer,16 9 fl oz ,Beer Is This Beer,1,Alcoholic Beverages           ,Beer                          ,Swiftwater Brewing Co         ,Beer                          ,6 39,3/22/18 0:00,5/25/18 15:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45742,Stock Inventory,8.50E+11,Beer Cone Head ,12 fl oz ,Beer Cone Head ,1,Alcoholic Beverages           ,Beer                          ,Zero Gravity                  ,Beer                          ,2 19,4/18/19 0:00,6/9/19 17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45743,Stock Inventory,7.04E+11,Beer Christmas Ale,12 fl oz ,GLB Beer Christmas Ale 12FZ,1,Alcoholic Beverages           ,Beer                          ,Great Lakes Brewing Co        ,Beer                          ,2 39,12/8/22 0:00,12/21/22 11:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42945,Stock Inventory     ,7.41E+11,Beer Oberon Ale,12 fl oz            ,Beer Oberon Ale,1,Alcoholic Beverages           ,Beer                          ,Bell's Brewery Inc            ,Beer                          ,1 79,6/27/19 0:00,9/21/19 17:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45744,Stock Inventory,8.15E+11,Steak Ribeye OG,10 oz ,Steak Ribeye OG,1,FROZ & REFR MEAT PLTRY & SEAF ,FZ & RF BEEF & PORK CUTS      ,Bartels Farms                 ,Meat                          ,15 59,12/1/17 0:00,1/11/18 18:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45745,Stock Inventory,8.15E+11,Steak NY Strip OG,10 oz ,Steak NY Strip OG,1,FROZ & REFR MEAT PLTRY & SEAF ,FZ & RF BEEF & PORK CUTS      ,Bartels Farms                 ,Meat                          ,13 79,12/1/17 0:00,12/10/17 13:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45788,Stock Inventory,84114900555,Chips Tropical Salsa,4 2 oz ,Chips Tropicl Salsa,1,SHELF STABLE CHIPS PRETZELS SN,SS POTATO CHIPS               ,Kettle Foods                  ,Packaged Grocery              ,3 39,4/2/18 0:00,4/21/18 17:25,POTATOES,POTATOES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13323,Stock Inventory     ,8.58E+11,Snow Cream                    ,2 oz ,Snow Cream                      ,1,SKIN CARE                     ,FACIAL LOTIONS & CREMES       ,Snowspun                      ,Body Care                     ,19 99,12/26/17 0:00,7/30/18 10:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13324,Stock Inventory     ,8.58E+11,Snow Lotion                   ,8 oz                ,Snow Lotion                     ,1,SKIN CARE                     ,BODY LOTIONS & CREMES         ,Snowspun                      ,Body Care                     ,14 99,12/26/17 0:00,3/14/19 17:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13326,Stock Inventory     ,8.58E+11,Snow Remedy Salve OG          ,2 oz                ,Snow Remedy Salve OG            ,1,FIRST AID & THERAPEUTIC TOPICA,THERAPEUTIC TOPICALS          ,Snowspun                      ,Body Care                     ,10 99,12/26/17 0:00,2/21/19 15:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30664,Stock Inventory     ,8.57E+11,Bread Gluten Free Original,18 oz               ,"BRD,ORIGINAL SANDWICH,GF",1,BREAD & BAKED GOODS           ,BREAD LOAVES                  ,Rudi's                        ,Frozen                        ,6 59,9/24/20 17:54,10/29/20 16:48,"WATER, POTATO EXTRACT, HIGH OLEIC CANOLA/SUNFLOWER OIL*, RICE STARCH, RICE FLOUR, EVAPORATED CANE JUICE (CANE SUGAR), INULIN, HONEY, SUGAR CANE FIBER, EGG WHITES, YEAST, MOLASSES, SEA SALT, XANTHAN GUM, VINEGAR, NATURAL ENZYMES ",WATER, POTATO EXTRACT, HIGH OLEIC CANOLA/SUNFLOWER OIL*, RICE STARCH, RICE FLOUR, EVAPORATED CANE JUICE (CANE SUGAR), INULIN, HONEY, SUGAR CANE FIBER, EGG WHITES, YEAST, MOLASSES, SEA SALT, XANTHAN GUM, VINEGAR, NATURAL ENZYMES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30662,Stock Inventory     ,8.57E+11,Bread GF Multigrain Sandwich  ,18 oz               ,"BRD,MULTIGRN SANDWICH,GF",1,BREAD & BAKED GOODS           ,BREAD LOAVES                  ,Rudi's                        ,Frozen                        ,6 69,3/25/21 19:26,4/18/21 18:36,"Water, Potato Extract, Canola Oil*, Rice Starch, Rice Flour, Evaporated Cane Syrup, Inulin, Bamboo Fiber, Honey, Sea Salt, Molasses, Egg Whites, Cornmeal, Sunflower Seeds, Flaxseed, Millet, Yeast, Xanthan Gum, Distilled Vinegar, Natural Enzymes ",Water, Potato Extract, Canola Oil*, Rice Starch, Rice Flour, Evaporated Cane Syrup, Inulin, Bamboo Fiber, Honey, Sea Salt, Molasses, Egg Whites, Cornmeal, Sunflower Seeds, Flaxseed, Millet, Yeast, Xanthan Gum, Distilled Vinegar, Natural Enzymes ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30661,Stock Inventory     ,8.57E+11,Bread GF Cinnamon Raisin      ,18 oz               ,"BRD,CINNAMON RAISIN,GF",1,BREAD & BAKED GOODS           ,BREAD LOAVES                  ,Rudi's                        ,Frozen                        ,6 69,5/17/18 0:00,2/6/19 17:12,"WATER, POTATO EXTRACT, RAISINS, HIGH OLEIC CANOLA/SUNFLOWER OIL*, RICE STARCH, RICE FLOUR, EVAPORATED CANE JUICE (CANE SUGAR), INULIN, EGG WHITES, HONEY, SUGAR CANE FIBER, YEAST, MOLASSES, SEA SALT, XANTHAN GUM, CINNAMON, VINEGAR, NATURAL ENZYMES ",WATER, POTATO EXTRACT, RAISINS, HIGH OLEIC CANOLA/SUNFLOWER OIL*, RICE STARCH, RICE FLOUR, EVAPORATED CANE JUICE (CANE SUGAR), INULIN, EGG WHITES, HONEY, SUGAR CANE FIBER, YEAST, MOLASSES, SEA SALT, XANTHAN GUM, CINNAMON, VINEGAR, NATURAL ENZYMES ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44354,Stock Inventory     ,8.33E+11,Beer IPA                      ,16 fl oz            ,Beer IPA                        ,1,Alcoholic Beverages           ,Beer                          ,Glutenberg                    ,Beer                          ,3 09,6/22/17 0:00,4/3/18 17:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,Stock Inventory     ,79565005133,Nasal Cleansing Pot           ,1 ct ,AS Nasal Cleansing Pot 1CT,0,FIRST AID & THERAPEUTIC TOPICA,HOME HEALTH CARE IMPLEMENTS   ,Ancient Secrets               ,Body Care                     ,15 99,1/23/25 0:00,2/1/25 11:22,"French Panel
Ancient Secrets(R)
Pot Lavage Du Nez
Modele Ceramique Original
Design Evolue
Pour le nettoyage des passages nasaux selon la pratique traditionnelle de Neti
*Effacer Les Passages Nasaux
*Retirer LExces De Mucus
*Reduire La Poussiere Et Le Pollen En Nettoyant Les Passages Nasaux
*Soulager La Secheresse Nasale
*Fabrication Robuste
*Au Lave-Vaisselle
*Fabrique A Partir De La Ceramique Sans Plomb Et Scelle Avec Un Glacure De
Qualite Alimentaire
CONTIENT: Un Pot Lavage Du Nez
After completing the cleansing process (optional)
Take a deep breath and exhale, blowing gently through both of your nostrils,
over a sink or into a tissue  Be sure not to close off your nostrils as you
blow, as you are trying to expel the excess solution and any residual mucus 
Performing some side or forward-bending stretches, prior to the deep breathing
exercise above, may also help to ease drainage 
Experiment with this to find out what works best for you ",French Panel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9498,Stock Inventory     ,6168,Organic Decaf Breakfast Blend Coffee,lb ,EE Coffee Bkfst Blnd Decaf LB,0,Bulk Coffee                   ,,Equal Exchange                ,Bulk                          ,15 69,1/14/25 0:00,2/10/25 16:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39137,Stock Inventory     ,8.30E+11,Gum Pouch Coolmint            ,2 8 oz ,PUR Gum Pouch Coolmint 2 8OZ,1,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 59,10/3/22 0:00,11/2/22 16:58,XYLITOL,XYLITOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37398,Stock Inventory     ,8.30E+11,Gum Pouch Spearmint           ,2 82 oz ,PUR Gum Pouch Spearmint 2 82OZ,0,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 59,1/22/25 0:00,2/7/25 11:59,XYLITOL,XYLITOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36877,Stock Inventory     ,8.30E+11,Gum Pouch Pomegnt Mint        ,2 82 oz             ,"GUM,POMEGRANATE MINT,55P",1,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 49,5/8/19 18:46,10/26/19 13:20,XYLITOL,XYLITOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37397,Stock Inventory     ,8.30E+11,Gum Pouch Peppermint          ,2 82 oz ,PUR Gum Pouch Peppermint 2 82OZ,1,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 59,8/17/22 0:00,9/18/22 11:15,"XYLITOL, GUM BASE, GUM ARABIC, NATURAL FLAVORS, GLYCEROL, CARNAUBA WAX, TOCOPHEROLS ",XYLITOL, GUM BASE, GUM ARABIC, NATURAL FLAVORS, GLYCEROL, CARNAUBA WAX, TOCOPHEROLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39136,Stock Inventory     ,8.30E+11,Gum Pouch Cinnamon            ,2 8 oz              ,"GUM,CINNAMON,55 PCS",1,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 99,4/28/24 0:00,8/31/14 16:28,XYLITOL,XYLITOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37396,Stock Inventory     ,8.30E+11,Gum Pouch Wintergreen         ,2 82 oz ,PUR Gum Pouch Wintergreen 2 82OZ,0,SHELF STABLE CANDY            ,SS GUMS & MINTS               ,Pur                           ,Packaged Grocery              ,4 59,1/22/25 0:00,2/9/25 18:22,"XYLITOL  GUM BASE, GUM ARABIC, NATURAL FLAVORS, GLYCEROL, CARNAUBA WAX, TOCOPHEROLS ",XYLITOL  GUM BASE, GUM ARABIC, NATURAL FLAVORS, GLYCEROL, CARNAUBA WAX, TOCOPHEROLS ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42711,Stock Inventory     ,8.13E+11,Body Oil Sublime Sweet Orange ,2 fl oz ,Body Oil Sublme Org             ,1,AROMATHERAPY & BODY OILS      ,BODY & MASSAGE OILS           ,Acure                         ,Body Care                     ,11 29,2/22/18 17:45,10/28/18 17:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46257,Stock Inventory,6.55E+11,Smooth Shine Apple Conditioner,11 fl oz ,AO Cond Smth Shn Apple 11FZ,0,HAIR CARE                     ,CONDITIONER                   ,Avalon Organics               ,Body Care                     ,11 19,1/30/25 0:00,2/9/25 16:23,"Aloe Barbadensis Leaf Juice(1), Aqua (Water), Brassica Alcohol, Glycerin,
Cetearyl Alcohol, Capryloyl Glycerin/Sebacic Acid Copolymer, Cocos Nucifera
(Coconut) Oil(1), Diheptyl Succinate, Brassicyl Isoleucinate Esylate,
Gluconolactone, Argania Spinosa Kernel Oil(1), Cinnamomum Camphora (Camphor)
Bark Oil, Cinnamomum Zeylanicum Leaf Oil, Citrus Aurantium Dulcis (Orange) Peel
Oil, Orbignya Oleifera (Babassu) Seed Oil(1), Brassica Oleracea Italica
(Broccoli) Seed Extract(1), Calendula O cinalis Flower Extract(1), Chenopodium
Quinoa Seed(1), Apple Cider Vinegar(1), Urtica Dioica (Nettle) Leaf Extract(1),
Tocopheryl Acetate, Arachidyl Alcohol, Arginine, Behenyl Alcohol,
Caprylic/Capric Triglyceride, Ethyl Acetoacetate, Gamma-Undecalactone, Glyceryl
Stearate, Stearyl Alcohol, Alcohol(1), Calcium Gluconate, Sodium Benzoate, Amyl
Cinnamal
(1)Certified Organic Ingredient
Product is preserved with Sodium Benzoate",Aloe Barbadensis Leaf Juice(1), Aqua (Water), Brassica Alcohol, Glycerin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46258,Stock Inventory,8.52E+11,Potato Chips Original ,1 6 oz ,TGC Potato Chips Orignl 1 6OZ,0,SHELF STABLE CHIPS PRETZELS SN,SS POTATO CHIPS               ,The Good Crisp Company        ,Packaged Grocery              ,1 89,2/5/25 0:00,2/11/25 16:11,DRIED POTATO FLAKES,DRIED POTATO FLAKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46259,Stock Inventory,8.52E+11,Potato Chips Original,5 6 oz ,TGC POTATO CRISPS ORIGINAL 5 6OZ,0,SHELF STABLE CHIPS PRETZELS SN,SS POTATO CHIPS               ,The Good Crisp Company        ,Packaged Grocery              ,3 99,2/6/25 0:00,2/11/25 15:37,DRIED POTATO FLAKES,DRIED POTATO FLAKES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42085,Stock Inventory     ,7.16E+11,Sweet Drops Caramel           ,1 7 fl oz ,SL Sweet Drops Caramel 1 7FZ,0,SHELF STABLE SWEETENERS       ,SS SWEETENERS LOW & NO CALORIE,Sweet Leaf                    ,Packaged Grocery              ,4 99,11/21/24 0:00,1/8/25 17:14,"Vegetable Glycerin, Purified Water, Stevia Leaf Extract, Natural Flavors, Water Soluble Dietary Fiber",Vegetable Glycerin, Purified Water, Stevia Leaf Extract, Natural Flavors, Water Soluble Dietary Fiber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42089,Stock Inventory     ,7.16E+11,Sweet Drops Vanilla           ,1 7 fl oz ,SL Sweet Drops Vanilla 1 7FZ,0,SHELF STABLE SWEETENERS       ,SS SWEETENERS LOW & NO CALORIE,Sweet Leaf                    ,Packaged Grocery              ,4 99,11/14/24 0:00,1/16/25 14:39,"VEGETABLE GLYCERIN, PURIFIED WATER, NATURAL VANILLA EXTRACT, STEVIA LEAF EXTRACT, WATER SOLUBLE DIETARY FIBER",VEGETABLE GLYCERIN, PURIFIED WATER, NATURAL VANILLA EXTRACT, STEVIA LEAF EXTRACT, WATER SOLUBLE DIETARY FIBER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36093,Stock Inventory     ,93184,Echalions                     ,lb ,Echalions OG LCL                ,1,Produce Vegetables Organic    ,Root Vegetables               ,Fraser's Garlic Farm          ,Produce                       ,6 19,3/9/18 0:00,5/24/18 14:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39955,Stock Inventory     ,931841,Echalions OG Reduced          ,lb                  ,Echalion OG Reduced             ,1,,,Produce                       ,Produce                       ,0,,4/11/17 10:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33463,Stock Inventory     ,93210,Herbs Assorted Varieties      , 75 oz              ,Herbs Assorted Varieties OG     ,1,Produce Vegetables Organic    ,Vegetables                    ,Mint Thyme Sage Rosemary      ,Produce                       ,2 79,,2/20/12 19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36764,Stock Inventory     ,932671X       ,Ginger Hawaiian Yellow Reduced,lb                  ,GingerYellow reduce             ,1,Produce Herbs                 ,Root Vegetables               ,Kolo Kai Organic Farm         ,Produce                       ,0,,5/25/16 17:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46177,Stock Inventory     ,39047010208,Cookies Shortbread Round GF   ,4 9 oz              ,"COOKIES,SHORTBREAD RND,G",1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Walkers                       ,Packaged Grocery              ,4 99,6/18/18 0:00,10/27/18 15:21,"Flour Blend (Rice, Potato Starch, Maize, Stabiliser: Xanthan Gum)",Flour Blend (Rice, Potato Starch, Maize, Stabiliser: Xanthan Gum),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46176,Stock Inventory     ,6.99E+11,Cookies Sea Salt Caramel Cashe,9 1 oz              ,Cooks Slt Crml Cshw             ,1,SHELF STABLE COOKIES & SNACK B,SS COOKIES                    ,Udi's                         ,Packaged Grocery              ,5 89,2/21/18 0:00,5/10/18 11:55,"TAPIOCA STARCH, DRIED CANE SYRUP, PALM OIL, BROWN RICE FLOUR, CASHEW PIECES, EGGS, TAPIOCA SYRUP, TOFFEE BITS (RICE SYRUP, PALM OIL, CANE SUGAR, ALMONDS, SALT, AGAR GUM, NATURAL FLAVOR), POTATO STARCH, SALT, MOLASSES, NATURAL FLAVOR, VANILLA EXTRACT, XANTHAN GUM, BAKING SODA, CARAMEL COLOR ",TAPIOCA STARCH, DRIED CANE SYRUP, PALM OIL, BROWN RICE FLOUR, CASHEW PIECES, EGGS, TAPIOCA SYRUP, TOFFEE BITS (RICE SYRUP, PALM OIL, CANE SUGAR, ALMONDS, SALT, AGAR GUM, NATURAL FLAVOR), POTATO STARCH, SALT, MOLASSES, NATURAL FLAVOR, VANILLA EXTRACT, XANTHAN GUM, BAKING SODA, CARAMEL COLOR ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
