similar_product,similar_inv_scancode,similar_inv_pk,similarity_score,similar_brd_name,similar_dpt_name,original_product,inv_pk,brd_name,inv_scancode
stone ground mustard og,105094,8.97E+11,0.9922235,OrganicVille                  ,Packaged Grocery              ,candles birthday multicolor,36528,OrganicVille                  ,8.97E+11
organic yellow mustard,35064,42563007676,0.986526,Woodstock                     ,Packaged Grocery              ,candles birthday multicolor,36528,OrganicVille                  ,8.97E+11
organic stoneground mustard,35063,42563007683,0.9922235,Woodstock                     ,Packaged Grocery              ,candles birthday multicolor,36528,OrganicVille                  ,8.97E+11
mustard dijon og,35062,42563007690,1.0000001,Woodstock                     ,Packaged Grocery              ,candles birthday multicolor,36528,OrganicVille                  ,8.97E+11
dark chocolate peanut butter bar,134081,8.50E+11,0.9697751,Over Easy                     ,Packaged Grocery              ,organic green beans,67080,Over Easy                     ,8.50E+11
white chocolate bar,1245079,8.50E+11,0.99396324,Tony's Chocolonely            ,Packaged Grocery              ,toothpicks,67241,Lake Champlain Chocolates     ,7.70E+11
dark chocolate nonpareils,1244869,7.70E+11,0.9875764,Lake Champlain Chocolates     ,Packaged Grocery              ,toothpicks,67241,Lake Champlain Chocolates     ,7.70E+11
gimme toffee,1171850,94922474131,0.9820811,Gimme Coffee                  ,Packaged Grocery              ,toothpicks,67241,Lake Champlain Chocolates     ,7.70E+11
cherry berry ropes,1171838,8.45E+11,0.9854535,Joyride                       ,Packaged Grocery              ,toothpicks,67241,Lake Champlain Chocolates     ,7.70E+11
dark chocolate merry mix,1169784,37014325263,0.990922,Endangered Species            ,Packaged Grocery              ,toothpicks,67241,Lake Champlain Chocolates     ,7.70E+11
vegan marshmallow cream,586096,8.98E+11,0.98031473,Dandies                       ,Packaged Grocery              ,fuji apple juice,67215,Watkins                       ,8.14E+11
jumbo vegan marshmallows,553102,8.98E+11,0.98031473,Dandies                       ,Packaged Grocery              ,fuji apple juice,67215,Watkins                       ,8.14E+11
salted caramel chocolate sauce,486189,8.65E+11,0.9902794,Laughing Gull                 ,Packaged Grocery              ,fuji apple juice,67215,Watkins                       ,8.14E+11
vegan mini marshmallows,383220,8.98E+11,0.98031473,Dandies                       ,Packaged Grocery              ,fuji apple juice,67215,Watkins                       ,8.14E+11
maple vegan marshmallow,105946,8.98E+11,0.96434426,Dandies                       ,Packaged Grocery              ,fuji apple juice,67215,Watkins                       ,8.14E+11
tin nob fir candle,452222,6.80E+11,0.9783923,GoodLight                     ,Mercantile                    ,stuffing rosemary sage gf,67370,GoodLight                     ,6.80E+11
holiday candle advent calender,452215,6.80E+11,0.9617098,GoodLight                     ,Mercantile                    ,stuffing rosemary sage gf,67370,GoodLight                     ,6.80E+11
noble fir candle,452213,6.80E+11,0.982502,GoodLight                     ,Mercantile                    ,stuffing rosemary sage gf,67370,GoodLight                     ,6.80E+11
orange clove candle,452211,6.80E+11,0.9634797,GoodLight                     ,Mercantile                    ,stuffing rosemary sage gf,67370,GoodLight                     ,6.80E+11
noble fir candle,452210,6.80E+11,0.982502,GoodLight                     ,Mercantile                    ,stuffing rosemary sage gf,67370,GoodLight                     ,6.80E+11
fruity rings og,53098,8.91E+11,0.98024124,Surf Sweets                   ,Packaged Grocery              ,gluten free chocolate chip oat grahams,58648,Surf Sweets                   ,8.91E+11
white chocolate bar,1245079,8.50E+11,0.98496115,Tony's Chocolonely            ,Packaged Grocery              ,pretzels sea salt gf,67139,Unreal                        ,8.57E+11
dark chocolate nonpareils,1244869,7.70E+11,0.9791943,Lake Champlain Chocolates     ,Packaged Grocery              ,pretzels sea salt gf,67139,Unreal                        ,8.57E+11
gimme toffee,1171850,94922474131,0.9764555,Gimme Coffee                  ,Packaged Grocery              ,pretzels sea salt gf,67139,Unreal                        ,8.57E+11
cherry berry ropes,1171838,8.45E+11,0.9791309,Joyride                       ,Packaged Grocery              ,pretzels sea salt gf,67139,Unreal                        ,8.57E+11
dark chocolate merry mix,1169784,37014325263,0.9809481,Endangered Species            ,Packaged Grocery              ,pretzels sea salt gf,67139,Unreal                        ,8.57E+11
white bread gf,67420,6.97E+11,0.97251755,Carbonaut                     ,Frozen                        ,men's deodorant,67418,Carbonaut                     ,6.97E+11
whole chicken,1351079,611,1,LaBelle Patrimoine            ,Meat                          ,women's deodorant,67463,Smart Chicken                 ,610
chicken thighs,1318929,198,1,Murray's                      ,Meat                          ,women's deodorant,67463,Smart Chicken                 ,610
80/20 ground turkey,1037659,97914090289,1,Koch's                        ,Meat                          ,women's deodorant,67463,Smart Chicken                 ,610
local cube steak,669026,946,1,Plankton Farms                ,Meat                          ,women's deodorant,67463,Smart Chicken                 ,610
local pork chops,663001,945,1,Plankton Farms                ,Meat                          ,women's deodorant,67463,Smart Chicken                 ,610
juice sparkling apple pear og,67023,8.51E+11,0.963539,Val de France                 ,Produce                       ,pure moringa veg pwdr og,67464,Val de France                 ,8.51E+11
lemon & garlic olives snack pack,1318916,6.32E+11,0.97881246,Divina                        ,Packaged Grocery              ,chai turmeric ginger og,57838,Jeff's Garden                 ,73214007479
green olives snack packs,1318915,6.32E+11,0.9824716,Divina                        ,Packaged Grocery              ,chai turmeric ginger og,57838,Jeff's Garden                 ,73214007479
pitted kalamata olive,383082,6.32E+11,0.97122383,Divina                        ,Refrigerated                  ,chai turmeric ginger og,57838,Jeff's Garden                 ,73214007479
caramelized onion jam,383037,6.32E+11,0.9714484,Divina                        ,Packaged Grocery              ,chai turmeric ginger og,57838,Jeff's Garden                 ,73214007479
tangerine & chili olives,383036,6.32E+11,0.9714455,Divina                        ,Packaged Grocery              ,chai turmeric ginger og,57838,Jeff's Garden                 ,73214007479
"straw hat kenny 4 5"" brim",662978,7.59E+11,0.9745027,Goldcoast Sunwear             ,Mercantile                    ,organic good samaritan essential oil,67656,Andes Gifts                   ,7.46E+11
oliver walker hat,553265,7.59E+11,0.9858804,Goldcoast Sunwear             ,Mercantile                    ,organic good samaritan essential oil,67656,Andes Gifts                   ,7.46E+11
reusable produce bag,486063,7.36E+11,0.9692131,ECO Bags                      ,Mercantile                    ,organic good samaritan essential oil,67656,Andes Gifts                   ,7.46E+11
purple maha mantra shawl,485990,8.10E+11,0.9772217,Prabhujis Gifts               ,Mercantile                    ,organic good samaritan essential oil,67656,Andes Gifts                   ,7.46E+11
white mantra shawl,485987,8.10E+11,0.9825169,Prabhujis Gifts               ,Mercantile                    ,organic good samaritan essential oil,67656,Andes Gifts                   ,7.46E+11
andean socks,1167795,7.46E+11,0.9803873,Andes Gifts                   ,Mercantile                    ,ess oil good samaritan,67658,Andes Gifts                   ,8.05E+11
mug cozies,1167794,8.05E+11,0.9863302,Andes Gifts                   ,Mercantile                    ,ess oil good samaritan,67658,Andes Gifts                   ,8.05E+11
kids fruit hat,1167793,7.46E+11,0.9794274,Andes Gifts                   ,Mercantile                    ,ess oil good samaritan,67658,Andes Gifts                   ,8.05E+11
coin pouch,1167792,7.46E+11,0.97835976,Andes Gifts                   ,Mercantile                    ,ess oil good samaritan,67658,Andes Gifts                   ,8.05E+11
hand puppet,1167791,7.46E+11,0.9752847,Andes Gifts                   ,Mercantile                    ,ess oil good samaritan,67658,Andes Gifts                   ,8.05E+11
"straw hat kenny 4 5"" brim",662978,7.59E+11,0.97146654,Goldcoast Sunwear             ,Mercantile                    ,ess oil eucalyptus globulus,35673,Andes Gifts                   ,8.05E+11
oliver walker hat,553265,7.59E+11,0.9831237,Goldcoast Sunwear             ,Mercantile                    ,ess oil eucalyptus globulus,35673,Andes Gifts                   ,8.05E+11
reusable produce bag,486063,7.36E+11,0.96683216,ECO Bags                      ,Mercantile                    ,ess oil eucalyptus globulus,35673,Andes Gifts                   ,8.05E+11
purple maha mantra shawl,485990,8.10E+11,0.983374,Prabhujis Gifts               ,Mercantile                    ,ess oil eucalyptus globulus,35673,Andes Gifts                   ,8.05E+11
white mantra shawl,485987,8.10E+11,0.9846597,Prabhujis Gifts               ,Mercantile                    ,ess oil eucalyptus globulus,35673,Andes Gifts                   ,8.05E+11
canning labels salsa & sauce,67672,7.14E+11,0.9670179,Fino                          ,Mercantile                    ,organic clove essential oil,67668,Fino                          ,7.14E+11
canning labels pickle it all,67671,7.14E+11,0.9681626,Fino                          ,Mercantile                    ,organic clove essential oil,67668,Fino                          ,7.14E+11
canning labels berry,67669,7.14E+11,0.9741974,Fino                          ,Mercantile                    ,organic clove essential oil,67668,Fino                          ,7.14E+11
blue chic water glass,1318941,7.14E+11,0.96281326,Down To Earth                 ,Mercantile                    ,organic eucalyptus citriodora essential oil,67671,Fino                          ,7.14E+11
kitchen ladle,1318938,7.14E+11,0.9642297,Down To Earth                 ,Mercantile                    ,organic eucalyptus citriodora essential oil,67671,Fino                          ,7.14E+11
working glass,1318933,26102132975,0.96880436,Down To Earth                 ,Mercantile                    ,organic eucalyptus citriodora essential oil,67671,Fino                          ,7.14E+11
glass baster,1244887,30734056783,0.96474314,Fox Run                       ,Mercantile                    ,organic eucalyptus citriodora essential oil,67671,Fino                          ,7.14E+11
pie spatula,1244885,30734045381,0.9609979,Fox Run                       ,Mercantile                    ,organic eucalyptus citriodora essential oil,67671,Fino                          ,7.14E+11
canning jar 500g,134144,7.14E+11,0.9603497,Le Parfait                    ,Mercantile                    ,ess oil just plain relief,67672,Fino                          ,7.14E+11
canning jar 1lt,134142,7.14E+11,0.9658194,Le Parfait                    ,Mercantile                    ,ess oil just plain relief,67672,Fino                          ,7.14E+11
fall squash napkin,133669,7.38E+11,0.96007985,DII Design Imports            ,Mercantile                    ,ess oil just plain relief,67672,Fino                          ,7.14E+11
canning labels pickle it all,67671,7.14E+11,0.97955567,Fino                          ,Mercantile                    ,ess oil just plain relief,67672,Fino                          ,7.14E+11
canning labels relish the moment,67670,7.14E+11,0.97113985,Fino                          ,Mercantile                    ,ess oil just plain relief,67672,Fino                          ,7.14E+11
ginger ale soda,1318896,8.50E+11,0.96454823,Olipop                        ,Refrigerated                  ,organic cedar atlas essential oil,67675,Simply Orange                 ,25000044830
doctor goodwin soda,1318895,8.50E+11,0.96454823,Olipop                        ,Refrigerated                  ,organic cedar atlas essential oil,67675,Simply Orange                 ,25000044830
concord grape juice,1318890,38553300995,0.96271175,Fulkerson Winery & Farm       ,Produce                       ,organic cedar atlas essential oil,67675,Simply Orange                 ,25000044830
niagara grape juice,1318889,38553100359,0.96271175,Fulkerson Winery & Farm       ,Produce                       ,organic cedar atlas essential oil,67675,Simply Orange                 ,25000044830
riesling grape juice,1245049,38553100021,0.96271175,Fulkerson Winery & Farm       ,Produce                       ,organic cedar atlas essential oil,67675,Simply Orange                 ,25000044830
nitrile all purpose gloves lg,67678,7.14E+11,0.982707,Fino                          ,Mercantile                    ,organic bergamot essential oil,67677,Fino                          ,7.14E+11
cloths clean again,48672,8.10E+11,0.962656,Full Circle                   ,Mercantile                    ,organic bergamot essential oil,67677,Fino                          ,7.14E+11
brush dish white,46840,8.10E+11,0.967754,Full Circle                   ,Mercantile                    ,organic bergamot essential oil,67677,Fino                          ,7.14E+11
deep cleaning mop head,36945,8.99E+11,0.9603895,E-Cloth                       ,Mercantile                    ,organic bergamot essential oil,67677,Fino                          ,7.14E+11
kitchen cloth,34898,8.99E+11,0.96246713,E-Cloth                       ,Mercantile                    ,organic bergamot essential oil,67677,Fino                          ,7.14E+11
curry powder,1244977,89836183385,0.9613633,,Packaged Grocery              ,organic frankincense essential oil,67039,Simply Organic                ,89836185167
organic ground sage,1013567,89836190789,0.9617673,Simply Organic                ,Packaged Grocery              ,organic frankincense essential oil,67039,Simply Organic                ,89836185167
organic ground nutmeg,848383,42563606466,0.97353715,Field Day                     ,Packaged Grocery              ,organic frankincense essential oil,67039,Simply Organic                ,89836185167
organic smoked paprika,848382,42563606473,0.97023296,Field Day                     ,Packaged Grocery              ,organic frankincense essential oil,67039,Simply Organic                ,89836185167
cayenne pepper og,553026,89836190796,0.9733194,Simply Organic                ,Packaged Grocery              ,organic frankincense essential oil,67039,Simply Organic                ,89836185167
pop up sponges 6pk,1029656,7.14E+11,0.9738685,Down To Earth                 ,Mercantile                    ,organic oregano essential oil,14598,Fino                          ,10548
pop up sponges 3pk,662977,7.14E+11,0.9680415,Down To Earth                 ,Mercantile                    ,organic oregano essential oil,14598,Fino                          ,10548
hand broom + dustpan,519912,8.10E+11,0.97196627,Full Circle                   ,Mercantile                    ,organic oregano essential oil,14598,Fino                          ,10548
glass&polish cloth,519680,8.54E+11,0.97098035,E-Cloth                       ,Mercantile                    ,organic oregano essential oil,14598,Fino                          ,10548
yoga mat cleaner,486229,7.86E+11,0.96797264,Vermont Soap                  ,Mercantile                    ,organic oregano essential oil,14598,Fino                          ,10548
mexican vanilla bean paste,1318921,25638119351,0.99004465,Nielsen-Massey                ,Packaged Grocery              ,organic rose geranium essential oil,67694,Breadtopia                    ,7.98E+11
cherry pie filling,1244992,88702262063,0.98799515,Bonne Maman                   ,Packaged Grocery              ,organic rose geranium essential oil,67694,Breadtopia                    ,7.98E+11
apple pie filling,1244991,88702262056,0.9851829,Bonne Maman                   ,Packaged Grocery              ,organic rose geranium essential oil,67694,Breadtopia                    ,7.98E+11
blueberry pie filling,1244990,88702275568,0.98350596,Bonne Maman                   ,Packaged Grocery              ,organic rose geranium essential oil,67694,Breadtopia                    ,7.98E+11
organic date paste,1171797,8.60E+11,0.9895902,Let's Date                    ,Packaged Grocery              ,organic rose geranium essential oil,67694,Breadtopia                    ,7.98E+11
black ceramic spoon,1028647,7.82E+11,0.9667158,Harold's Kitchen              ,Mercantile                    ,organic rosemary cineol essential oil,26047,Fino                          ,7.14E+11
blue sand tea mug,553263,7.14E+11,0.96099037,Down To Earth                 ,Mercantile                    ,organic rosemary cineol essential oil,26047,Fino                          ,7.14E+11
red beets,106252,4538,0.9796202,Andy's Specialty Garlic & Prod,Produce                       ,ess oil ginger,67703,Andy's Specialty Garlic & Prod,4552
broccoli sprouts hydroponic,67984,4912,0.9786295,Bolton Farms                  ,Produce                       ,ess oil ginger,67703,Andy's Specialty Garlic & Prod,4552
green kale,67173,4892,0.9929799,Andy's Specialty Garlic & Prod,Produce                       ,ess oil ginger,67703,Andy's Specialty Garlic & Prod,4552
escarole,66616,4607,0.98077077,Produce                       ,Produce                       ,ess oil ginger,67703,Andy's Specialty Garlic & Prod,4552
red kale,58409,4624,0.98889846,Produce                       ,Produce                       ,ess oil ginger,67703,Andy's Specialty Garlic & Prod,4552
hazy ipa 12pk,1318961,83783675627,0.9700574,Sierra Nevada                 ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
4 piece pale ale,1318958,8.50E+11,0.9707449,Prison City                   ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
nighthawk hazy ipa,1318902,6.53E+11,0.97033685,Three Heads Brewing           ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
the kind ipa,1318901,6.53E+11,0.9745552,Three Heads Brewing           ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
nitro stout,1244892,8.50E+11,0.97161853,Lawson's Finest Liquids       ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
grapes red seedless,835261,4337,0.9640534,Finger Lakes Family Farms     ,Produce                       ,organic sandalwood essential oil,67717,Produce                       ,14668771028
red seedless grapes,486261,4636,0.99440163,Produce                       ,Produce                       ,organic sandalwood essential oil,67717,Produce                       ,14668771028
grapes candy dreams,105919,14668751518,0.97841704,CandyLand                     ,Produce                       ,organic sandalwood essential oil,67717,Produce                       ,14668771028
grapes red seedless 2#,67646,14668771011,0.9933765,Wild Harvest                  ,Produce                       ,organic sandalwood essential oil,67717,Produce                       ,14668771028
grapes green seedless clam og,43304,19962028403,0.9749326,Produce                       ,Produce                       ,organic sandalwood essential oil,67717,Produce                       ,14668771028
sprouted brown rice mochi og,58334,24182021301,0.99999994,Eden Foods                    ,Packaged Grocery              ,organic lavender essential oil,67549,Eden Foods                    ,24182021325
sprouted brown rice mochi og,58334,24182021301,0.99999994,Eden Foods                    ,Packaged Grocery              ,organic lavender essential oil,67549,Eden Foods                    ,24182021325
wild pink salmon no salt,553192,42563606282,0.96004915,Field Day                     ,Packaged Grocery              ,organic tea tree essential oil,67559,Sahale Snacks                 ,8.94E+11
yellowfin tuna fillets in olive oil,553073,8.14E+11,0.9616031,Tonnino                       ,Packaged Grocery              ,organic tea tree essential oil,67559,Sahale Snacks                 ,8.94E+11
tuna albacore white no salt,44798,42563604134,0.9645616,Field Day                     ,Packaged Grocery              ,organic tea tree essential oil,67559,Sahale Snacks                 ,8.94E+11
tuna albacore white salt,44797,42563604127,0.9645616,Field Day                     ,Packaged Grocery              ,organic tea tree essential oil,67559,Sahale Snacks                 ,8.94E+11
tuna chunk light tongol salt,21308,42563007829,0.964252,Natural Sea                   ,Packaged Grocery              ,organic tea tree essential oil,67559,Sahale Snacks                 ,8.94E+11
salad wild tuna white bean,67596,8.30E+11,0.96183133,Wild Planet                   ,Meat                          ,ess oil lemon,67580,Wild Planet                   ,8.30E+11
organic white grape juice,22055,36192122893,0.9677658,Santa Cruz                    ,Packaged Grocery              ,organic patchouli essential oil,67553,R  W  Knudsen                 ,74682200331
organic just blueberry juice,8584,74682107845,0.9692843,R  W  Knudsen                 ,Packaged Grocery              ,organic patchouli essential oil,67553,R  W  Knudsen                 ,74682200331
organic just tart cherry juice,8582,74682107821,0.9692843,R  W  Knudsen                 ,Packaged Grocery              ,organic patchouli essential oil,67553,R  W  Knudsen                 ,74682200331
flour '00' pizza,60016,71012060078,0.96103394,King Arthur                   ,Packaged Grocery              ,organic sweet orange essential oil,67619,King Arthur                   ,71012010509
flour white unblch og,43156,39978029911,0.96087694,Bob's Red Mill                ,Packaged Grocery              ,organic sweet orange essential oil,67619,King Arthur                   ,71012010509
flour whole wheat,43155,39978029874,0.9638897,Bob's Red Mill                ,Packaged Grocery              ,organic sweet orange essential oil,67619,King Arthur                   ,71012010509
flour self rising,23651,71012013302,0.9646433,King Arthur                   ,Packaged Grocery              ,organic sweet orange essential oil,67619,King Arthur                   ,71012010509
hazy ipa 12pk,1318961,83783675627,0.9700574,Sierra Nevada                 ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
4 piece pale ale,1318958,8.50E+11,0.9707449,Prison City                   ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
nighthawk hazy ipa,1318902,6.53E+11,0.97033685,Three Heads Brewing           ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
the kind ipa,1318901,6.53E+11,0.9745552,Three Heads Brewing           ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
nitro stout,1244892,8.50E+11,0.97161853,Lawson's Finest Liquids       ,Beer                          ,organic peppermint essential oil,67705,Sloop Brewing                 ,8.60E+11
strawberry jelly sandwiches,1286822,7.38E+11,1,Sunbutter                     ,Frozen                        ,cheese alt provolone slcs,67792,Monsoon Kitchens              ,8.86E+11
grape jelly sandwiches,1286819,7.38E+11,1,Sunbutter                     ,Frozen                        ,cheese alt provolone slcs,67792,Monsoon Kitchens              ,8.86E+11
cheesy spinach pierogie,519749,6.89E+11,1,The Pierogie Guy              ,Frozen                        ,cheese alt provolone slcs,67792,Monsoon Kitchens              ,8.86E+11
potato ceddar bacon pierogie,452229,6.89E+11,1,The Pierogie Guy              ,Frozen                        ,cheese alt provolone slcs,67792,Monsoon Kitchens              ,8.86E+11
garlic smashed potato pierogie,179893,6.89E+11,1,The Pierogie Guy              ,Frozen                        ,cheese alt provolone slcs,67792,Monsoon Kitchens              ,8.86E+11
mixed berries frozen og,61201,42563001308,0.99176043,Woodstock                     ,Frozen                        ,bowls compostable 16 fl oz,53346,Woodstock                     ,42563018221
organic castile liquid soap lavender,9761,7710,0.9957842,Dr  Bronner's                 ,Bulk                          ,super greens salad,9756,Dr  Bronner's                 ,7705
organic castile liquid soap tea tree,9760,7709,0.9957842,Dr  Bronner's                 ,Bulk                          ,super greens salad,9756,Dr  Bronner's                 ,7705
organic castile liquid soap eucalyptus,9758,7707,0.9957842,Dr  Bronner's                 ,Bulk                          ,super greens salad,9756,Dr  Bronner's                 ,7705
organic castile liquid soap baby,9757,7706,0.99501485,Dr  Bronner's                 ,Bulk                          ,super greens salad,9756,Dr  Bronner's                 ,7705
lion's mane mushrooms 6 oz,1171813,3410,0.96963763,Botanical Ben                 ,Produce                       ,parmesan cheese grated df,67944,Produce                       ,6.42E+11
pioppino mushroom,1156778,3409,0.96591973,Botanical Ben                 ,Produce                       ,parmesan cheese grated df,67944,Produce                       ,6.42E+11
mushrooms golden oyster,67062,4647,0.98658186,Heiden Valley Farms           ,Produce                       ,parmesan cheese grated df,67944,Produce                       ,6.42E+11
mushroom blue oyster,53538,4651,0.98170376,Heiden Valley Farms           ,Produce                       ,parmesan cheese grated df,67944,Produce                       ,6.42E+11
mushrooms shiitake,31013,4653,0.974788,Heiden Valley Farms           ,Produce                       ,parmesan cheese grated df,67944,Produce                       ,6.42E+11
red beets,106252,4538,0.9650125,Andy's Specialty Garlic & Prod,Produce                       ,beefless burger ultimate,67984,Bolton Farms                  ,4912
napa cabbage,67703,4552,0.9786295,Andy's Specialty Garlic & Prod,Produce                       ,beefless burger ultimate,67984,Bolton Farms                  ,4912
green kale,67173,4892,0.9818624,Andy's Specialty Garlic & Prod,Produce                       ,beefless burger ultimate,67984,Bolton Farms                  ,4912
escarole,66616,4607,0.9679097,Produce                       ,Produce                       ,beefless burger ultimate,67984,Bolton Farms                  ,4912
red kale,58409,4624,0.97726274,Produce                       ,Produce                       ,beefless burger ultimate,67984,Bolton Farms                  ,4912
tree free kitchen towel,67981,6.28E+11,0.96270126,Caboo                         ,Packaged Grocery              ,og honey hemp granola,67982,Caboo                         ,6.28E+11
2-ply bath tissue,37374,13019,0.96210784,Mont Royal                    ,Packaged Grocery              ,og honey hemp granola,67982,Caboo                         ,6.28E+11
vegan oyster sauce,1245086,41224870758,0.9770603,Roland                        ,Packaged Grocery              ,greek yogurt plain og,45816,Pepper Nutz                   ,6.85E+11
oyster sauce,1245039,78895300017,0.9770603,Lee Kum Kee                   ,Packaged Grocery              ,greek yogurt plain og,45816,Pepper Nutz                   ,6.85E+11
jerk sauce,553283,40099267830,0.9770603,Boss Sauces                   ,Packaged Grocery              ,greek yogurt plain og,45816,Pepper Nutz                   ,6.85E+11
zhug hot sauce,520242,8.63E+11,1,Blank Slate                   ,Packaged Grocery              ,greek yogurt plain og,45816,Pepper Nutz                   ,6.85E+11
sichuan chili oil,520240,8.63E+11,1,Blank Slate                   ,Packaged Grocery              ,greek yogurt plain og,45816,Pepper Nutz                   ,6.85E+11
hazy ipa 12pk,1318961,83783675627,0.9647088,Sierra Nevada                 ,Beer                          ,rice long grain white og,68016,Zero Gravity                  ,8.50E+11
4 piece pale ale,1318958,8.50E+11,0.9639437,Prison City                   ,Beer                          ,rice long grain white og,68016,Zero Gravity                  ,8.50E+11
nighthawk hazy ipa,1318902,6.53E+11,0.96042067,Three Heads Brewing           ,Beer                          ,rice long grain white og,68016,Zero Gravity                  ,8.50E+11
the kind ipa,1318901,6.53E+11,0.9658807,Three Heads Brewing           ,Beer                          ,rice long grain white og,68016,Zero Gravity                  ,8.50E+11
nitro stout,1244892,8.50E+11,0.9681984,Lawson's Finest Liquids       ,Beer                          ,rice long grain white og,68016,Zero Gravity                  ,8.50E+11
devil's treasure beer,1318962,1.98E+11,0.96206003,Faircraft Brauhaus            ,Beer                          ,bags kitchen 13 gallons,68017,Zero Gravity                  ,8.50E+11
hazy ipa 12pk,1318961,83783675627,0.9773253,Sierra Nevada                 ,Beer                          ,bags kitchen 13 gallons,68017,Zero Gravity                  ,8.50E+11
4 piece pale ale,1318958,8.50E+11,0.9772439,Prison City                   ,Beer                          ,bags kitchen 13 gallons,68017,Zero Gravity                  ,8.50E+11
pineapple princess sour ale,1318905,8.52E+11,0.9717816,Community Beer Works          ,Beer                          ,bags kitchen 13 gallons,68017,Zero Gravity                  ,8.50E+11
nighthawk hazy ipa,1318902,6.53E+11,0.9770671,Three Heads Brewing           ,Beer                          ,bags kitchen 13 gallons,68017,Zero Gravity                  ,8.50E+11
classic honey 5 pound,1351270,7.40E+11,0.9748992,PaPa's                        ,Packaged Grocery              ,yogurt cntmlk unswtnd og,68025,Domino                        ,49200045503
classic honey 2 pound,1351269,7.40E+11,0.9748992,PaPa's                        ,Packaged Grocery              ,yogurt cntmlk unswtnd og,68025,Domino                        ,49200045503
og date sugar,486032,8.60E+11,0.9980274,Let's Date                    ,Packaged Grocery              ,yogurt cntmlk unswtnd og,68025,Domino                        ,49200045503
honey comb,452311,6.03E+11,0.9748992,Wixson's                      ,Packaged Grocery              ,yogurt cntmlk unswtnd og,68025,Domino                        ,49200045503
liq monkfruit sweetener orig sf,105746,8.43E+11,0.9748992,Lakanto                       ,Packaged Grocery              ,yogurt cntmlk unswtnd og,68025,Domino                        ,49200045503
zhug hot sauce,520242,8.63E+11,0.96061414,Blank Slate                   ,Packaged Grocery              ,organic almond chocolate ice cream bar 3pk,58342,Bornier                       ,77916222543
sichuan chili oil,520240,8.63E+11,0.96061414,Blank Slate                   ,Packaged Grocery              ,organic almond chocolate ice cream bar 3pk,58342,Bornier                       ,77916222543
fresh fried garlic & onion,452189,6.92E+11,0.96061414,Hot Crispy Oil                ,Packaged Grocery              ,organic almond chocolate ice cream bar 3pk,58342,Bornier                       ,77916222543
lite goddess dressing,417333,92325333017,0.96978426,Annie's                       ,Packaged Grocery              ,organic almond chocolate ice cream bar 3pk,58342,Bornier                       ,77916222543
original chili garlic hot sauce,281856,7.28E+11,0.96061414,Hot Crispy Oil                ,Packaged Grocery              ,organic almond chocolate ice cream bar 3pk,58342,Bornier                       ,77916222543
vegan oyster sauce,1245086,41224870758,0.97391856,Roland                        ,Packaged Grocery              ,anti-wrinkle vit a eye creme,44191,Country Sweet                 ,97972002019
oyster sauce,1245039,78895300017,0.97391856,Lee Kum Kee                   ,Packaged Grocery              ,anti-wrinkle vit a eye creme,44191,Country Sweet                 ,97972002019
jerk sauce,553283,40099267830,0.97391856,Boss Sauces                   ,Packaged Grocery              ,anti-wrinkle vit a eye creme,44191,Country Sweet                 ,97972002019
zhug hot sauce,520242,8.63E+11,0.97313386,Blank Slate                   ,Packaged Grocery              ,anti-wrinkle vit a eye creme,44191,Country Sweet                 ,97972002019
sichuan chili oil,520240,8.63E+11,0.97313386,Blank Slate                   ,Packaged Grocery              ,anti-wrinkle vit a eye creme,44191,Country Sweet                 ,97972002019
orange dreamsicle hard cider,1318960,7.20E+11,0.9630736,1911 Established              ,Beer                          ,spf 30 sunscreen spray,68176,Phonograph Cellars            ,8.59E+11
winterberry hard cider,1318959,8.50E+11,0.96545565,Bombshell                     ,Beer                          ,spf 30 sunscreen spray,68176,Phonograph Cellars            ,8.59E+11
traditional cider,1318893,1.99E+11,0.9619786,Giving Tree Cidery            ,Beer                          ,spf 30 sunscreen spray,68176,Phonograph Cellars            ,8.59E+11
black & blue cider,1038653,28946,0.9645934,Seed + Stone Cidery           ,Beer                          ,spf 30 sunscreen spray,68176,Phonograph Cellars            ,8.59E+11
black cherry hard cider,846359,6.49E+11,0.9725074,1911 Established              ,Beer                          ,spf 30 sunscreen spray,68176,Phonograph Cellars            ,8.59E+11
mango chunks og,106008,21908477954,0.96666944,Cascadian Farm                ,Frozen                        ,honey barbeque twists,68184,Field Day                     ,42563605568
strawberries og,68082,42563605575,0.9946479,Field Day                     ,Frozen                        ,honey barbeque twists,68184,Field Day                     ,42563605568
blueberries frozen,52838,79900001691,0.9679233,Wyman's                       ,Frozen                        ,honey barbeque twists,68184,Field Day                     ,42563605568
