inv_pk,inv_scancode,original_product,similar_product,similarity_score,similar_inv_pk,similar_brd_name,similar_dpt_name
10573,3.07E+11,silicea 30 c  md,belladonna 30 c  md,0.976551933,10437,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,arnica montana 30 c  md,0.975358982,10432,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,nux vomica 30 c  md,0.97467021,10543,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,bryonia alba 30 c  md,0.974584403,10440,Boiron                        ,Supplements                   
10573,3.07E+11,silicea 30 c  md,sulphur 30 c  md,0.974113425,10581,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,chamomilla 30 c  md,0.977151498,10458,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,phosphorus 30 c  md,0.974685585,10552,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,belladonna 30 c  md,0.974685585,10437,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,silicea 30 c  md,0.974113425,10573,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,arnica montana 30 c  md,0.973494914,10432,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,nux vomica 30 c  md,0.972807458,10543,Boiron                        ,Supplements                   
10570,3.07E+11,sepia 30 c  md,bryonia alba 30 c  md,0.972721815,10440,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,chamomilla 30 c  md,0.968026468,10458,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,phosphorus 30 c  md,0.965583583,10552,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,belladonna 30 c  md,0.965583583,10437,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,silicea 30 c  md,0.965016766,10573,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,arnica montana 30 c  md,0.96440403,10432,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,nux vomica 30 c  md,0.963722994,10543,Boiron                        ,Supplements                   
10559,3.07E+11,rhus toxicodendron 30 c  md,bryonia alba 30 c  md,0.963638151,10440,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,arnica montana 30 c  md,0.977650147,10432,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,nux vomica 30 c  md,0.976959756,10543,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,histaminum hydrochlo 30 c  md,0.976302216,10601,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,chamomilla 30 c  md,0.971709741,10458,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,coldcalm,0.971575415,10606,Boiron                        ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,eye wellness supplement,0.971487464,520264,Bio Nutrition                 ,Supplements                   
10556,3.07E+11,pulsatilla 30 c  md,calc flour 6x cell salt,0.969846044,282092,Hylands                       ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,chamomilla 30 c  md,0.979597611,10458,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,belladonna 30 c  md,0.977125525,10437,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,silicea 30 c  md,0.976551933,10573,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,arnica montana 30 c  md,0.975931873,10432,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,nux vomica 30 c  md,0.975242696,10543,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,bryonia alba 30 c  md,0.975156839,10440,Boiron                        ,Supplements                   
10552,3.07E+11,phosphorus 30 c  md,sulphur 30 c  md,0.974685585,10581,Boiron                        ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,arnica montana 30 c  md,0.989921611,10432,Boiron                        ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,histaminum hydrochlo 30 c  md,0.988556761,10601,Boiron                        ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,coldcalm,0.983770629,10606,Boiron                        ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,eye wellness supplement,0.983681574,520264,Bio Nutrition                 ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,calc flour 6x cell salt,0.982019551,282092,Hylands                       ,Supplements                   
10543,3.07E+11,nux vomica 30 c  md,comfrey ointment,0.981632792,838344,Christopher's                 ,Body Care                     
10543,3.07E+11,nux vomica 30 c  md,cbd relief cream,0.979808518,486005,Green Earth Medicinals        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,chamomilla 30 c  md,0.968026468,10458,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,phosphorus 30 c  md,0.965583583,10552,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,belladonna 30 c  md,0.965583583,10437,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,silicea 30 c  md,0.965016766,10573,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,arnica montana 30 c  md,0.96440403,10432,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,nux vomica 30 c  md,0.963722994,10543,Boiron                        ,Supplements                   
10537,3.07E+11,natrum muriaticum 30 c  md,bryonia alba 30 c  md,0.963638151,10440,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,chamomilla 30 c  md,0.966217623,10458,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,phosphorus 30 c  md,0.963779302,10552,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,belladonna 30 c  md,0.963779302,10437,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,silicea 30 c  md,0.963213545,10573,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,arnica montana 30 c  md,0.962601954,10432,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,nux vomica 30 c  md,0.96192219,10543,Boiron                        ,Supplements                   
10503,3.07E+11,ignatia amara 30 c  md,bryonia alba 30 c  md,0.961837506,10440,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,chamomilla 30 c  md,0.9667371,10458,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,phosphorus 30 c  md,0.964297468,10552,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,belladonna 30 c  md,0.964297468,10437,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,silicea 30 c  md,0.963731406,10573,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,arnica montana 30 c  md,0.963119487,10432,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,nux vomica 30 c  md,0.962439357,10543,Boiron                        ,Supplements                   
10501,3.07E+11,hypericum perforatum 30 c  md,bryonia alba 30 c  md,0.962354628,10440,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,chamomilla 30 c  md,0.968026468,10458,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,phosphorus 30 c  md,0.965583583,10552,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,belladonna 30 c  md,0.965583583,10437,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,silicea 30 c  md,0.965016766,10573,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,arnica montana 30 c  md,0.96440403,10432,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,nux vomica 30 c  md,0.963722994,10543,Boiron                        ,Supplements                   
10498,3.07E+11,hydrastis canadensis 30 c  md,bryonia alba 30 c  md,0.963638151,10440,Boiron                        ,Supplements                   
10496,3.07E+11,hepar sulphuris calc 30 c  md,chamomilla 30 c  md,0.957868429,10458,Boiron                        ,Supplements                   
10496,3.07E+11,hepar sulphuris calc 30 c  md,phosphorus 30 c  md,0.955451178,10552,Boiron                        ,Supplements                   
